,0,1,2,3,4,5,6
242,ADASYN(random_state=42),"KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': None}",0.9613940662013147,0.84375,0.7435428849902534
243,ADASYN(random_state=42),"KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.9603224614213403,0.834375,0.7214999303815093
244,ADASYN(random_state=42),"KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.953438871935556,0.825,0.6960282651072124
245,ADASYN(random_state=42),"KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.9525767142841385,0.865625,0.7436647173489279
246,ADASYN(random_state=42),"KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'gini', 'max_depth': 15}",0.8273422491327131,0.65,0.7056965329991647
247,ADASYN(random_state=42),"KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.9103818096211004,0.7984375,0.8070523531049847
248,ADASYN(random_state=42),"KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'gini', 'max_depth': None}",0.9111284308571503,0.7984375,0.8157633667502089
249,ADASYN(random_state=42),"KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 50}",0.9079189074312275,0.79375,0.812412976886661
250,ADASYN(random_state=42),"KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.8942020455077252,0.7734375,0.7788220551378446
251,ADASYN(random_state=42),"KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.8616195294550245,0.759375,0.7768379281537177
252,ADASYN(random_state=42),"KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'gini', 'max_depth': 15}",0.8325876895261757,0.7109375,0.6958368142578668
253,ADASYN(random_state=42),"KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.930834464286988,0.815625,0.8031102060707324
254,ADASYN(random_state=42),"KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': None}",0.931377902079299,0.809375,0.8025184489000279
255,ADASYN(random_state=42),"KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': DecisionTreeClassifier(random_state=42), 'n_estimators': 50}",0.9260510069216362,0.7953125,0.7773948760790865
256,ADASYN(random_state=42),"KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.918389211691896,0.78125,0.7584064327485379
257,ADASYN(random_state=42),"KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.8744882402922004,0.740625,0.809645641882484
258,ADASYN(random_state=42),"LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.8820055411286736,0.7828125,0.5498207323865218
259,ADASYN(random_state=42),"LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.9734520430162888,0.78125,0.5926535087719298
260,ADASYN(random_state=42),"LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': None}",0.9730889911713415,0.7921875,0.6040274296853244
261,ADASYN(random_state=42),"LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 50}",0.969977552309207,0.78125,0.6034530771372877
262,ADASYN(random_state=42),"LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.967590405244057,0.7875,0.6004246727930939
263,ADASYN(random_state=42),"LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.9489098787068031,0.8125,0.5977791701475913
264,ADASYN(random_state=42),"LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'gini', 'max_depth': 15}",0.8472748407870787,0.796875,0.5519266917293233
265,ADASYN(random_state=42),"LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.9335242868904791,0.7875,0.6043755221386801
266,ADASYN(random_state=42),"LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': None}",0.9333714208402011,0.784375,0.6109457671957672
267,ADASYN(random_state=42),"LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 50}",0.9313412036579021,0.7875,0.6129560011138958
268,ADASYN(random_state=42),"LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.9166855871522284,0.7890625,0.5941154970760234
269,ADASYN(random_state=42),"LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.9051163466415515,0.7765625,0.5964303118908382
